No of dam,WARMS Dam ID,Name of dam,Water management area,Quaternary Drainage Area,Latitude deg,Lat min,Lat sec,Longitude deg,Long min,Long sec,Town nearest,Distance from Town,Name of farm,Municipal District,Province code,Region Code,Completion date,Completion date raised,River or Watercourse,Wall type,Wall height,Crest Length (m),Spillway Type,Capacity (1000 cub m),Surface area (ha),Catchment area (sq km)),Purpose,Owner Name,Designer,Contractor,Registration date,Size,Hazard Potential,Category,Classification date,Sector,Date Last DSI,Number Last DSI,Target date
W410/05,,ONVERWACHT DAM,4,W41C,27,40,45.5,30,39,1.5,VRYHEID,18,ONVERWACHT 63 PTN 2,HT,KWAZULU NATAL,KWAZULU NATAL,1973,,SELANDLOVU RIVER TR.,EARTHFILL,6.5,100,BY-WASH,84,5,,STOCK WATERING & RECREATION,GG FARMING,UNKNOWN,UNKNOWN,6/6/1988,Small,Low,1,1/7/2016,A,,0,
W410/07,,MOOIHOEK DAM,4,W41B,27,36,34.8,30,34,32.5,UTRECHT,36,MOOIHOEK,,KWAZULU NATAL,KWAZULU NATAL,0,,NKONJANE RIVER,EARTHFILL,11,0,SIDE CHANNEL SPILLWAY,330,7.5,,IRRIGATION,BLASE E.B.,WATER SUPPLIES (CEDARA),UNKNOWN,10/10/2014,Small,Significant,2,3/19/1991,A,,0,9/30/2015
W410/09,,ALFORD DAM,4,W41C,27,38,39,30,43,39,VRYHEID,18,BEAUFORT 576,,KWAZULU NATAL,KWAZULU NATAL,1952,,MAWELE RIVER TR.,EARTHFILL,7,40,INFORMATION NOT AVAILABLE,80,1,,IRRIGATION,SCHEFERMANN J.A.,UNKNOWN,UNKNOWN,10/26/1993,Small,Low,1,7/22/1993,A,,0,
W410/10,9895,BIVANE (PARIS DAM),4,W41E,27,31,13.3,31,3,15.8,VRYHEID,55,PARIS 13437 EN SCHURWE RAND 9640,VRYHEID,KWAZULU NATAL,KWAZULU NATAL,2000,,BIVANE,ARCH,72.2,110,UNCONTROLLED OGEE,115000,690,1595,"IRRIGATION & DOMESTIC
SUPPLY",IMPALA WATER USER ASSOCIATION,TEMELE BOSCH AFRICA + BKS,STOCKS AND STOCKS (PTY) LTD. + WBHO CONSTRUCTION,1/10/2003,Large,High,3,4/1/1996,A,11/17/2011,2,
W410/11,,EASTWOOD  FARM,4,W41C,27,39,43.2,30,42,23.5,VRYHEID,15,PTN  3 NO  691  KAMBULA DRAAI,VRYHEID,KWAZULU NATAL,KWAZULU NATAL,,,NHLAMBAMASOKA,EARTHFILL,5,160,,610,3.06,,IRRIGATION,COURTHEIL  HOLDINGS (Pty) Ltd,UNKNOWN,UNKNOWN,9/19/2006,Small,Low,1,8/30/2006,A,,0,
W420/04,,JACHTDRIFTBIGDAM,4,W42D,27,21,1,30,52,1,PAULPIETERSBURG,16,JACHTDRIFT 41 REM.,,KWAZULU NATAL,KWAZULU NATAL,1986,,PHONGOLO RIVER TR.,EARTHFILL,10,150,INFORMATION NOT AVAILABLE,120,2,,IRRIGATION,KUSEL W.,OWNER,OWNER,9/17/1992,Small,Low,1,12/22/1992,A,,0,
W421/06,,SILVERTON DAM,4,W42E,27,19,43,30,54,59,PAULPIETERSBURG,15,SILVERTON 21,HT,KWAZULU NATAL,KWAZULU NATAL,0,,MHLANGA RIVER TR.,EARTHFILL,11,100,SIDE CHANNEL SPILLWAY,75,1,,IRRIGATION,ROHRS G.E.,H.R. GEVERS,OWNER,6/27/1987,Small,Low,1,3/27/2002,A,,0,
W421/08,,'E DUMBE DAM,4,W42D,27,26,30,30,48,1,PAULPIETERSBURG,2,PAARDEFONTEIN 43,PAULPIETERSBURG,KWAZULU NATAL,KWAZULU NATAL,1999,,EGODA SPRUIT,EARTHFILL,11.9,430,OPEN CHANNEL,760,16,,MUNICIPAL USE & INDUSTRIAL USE,EDUMBE LOCAL MUNICIPALITY,V3 (DR D.L. WEBB),HENRY FRANCES AJP (RAISING),10/1/1987,Small,Significant,2,3/2/1995,M,11/22/2003,1,8/31/2016
W430/01,,NDUMA DAM,4,W57K,26,54,0,32,14,0,NDUMA,2,NDUMA A NO 13147,INGWAVUMA,KWAZULU NATAL,KWAZULU NATAL,1991,,UMSUNDUZE RIVER,EARTHFILL,7,0,SIDE CHANNEL SPILLWAY,4000,175,,IRRIGATION,DEPARTMENT OF AGRICULTURE,ABRAHAMSON C.J.,MATTIODA,6/8/1999,Small,Significant,2,9/19/1990,S,,0,2/29/2016
W440/01,,PONGOLAPOORT DAM,4,W44E,27,25,15,32,4,15,PONGOLA,30,BANTU RESERVE 16,,KWAZULU NATAL,KWAZULU NATAL,1973,,PHONGOLO,ARCH,89,451,OGEE,2445900,13272.8,7814,IRRIGATION,DEPT. OF WATER & SANITATION,OWNER,OWNER,1/2/1987,Large,High,3,4/22/1988,W,10/3/2003,2,3/31/2017
W440/02,,GROOTDRAAI STUWAL/WEIR,4,W44A,27,25,20,31,31,41,PONGOLA,20,GROOTDRAAI 12895 + RHEBOKFONTEIN 55 HU,PONGOLA,KWAZULU NATAL,KWAZULU NATAL,1980,1996,PONGOLA RIVER,BUTTRESS,7,359,OGEE SPILLWAY,592,49,,IRRIGATION,DEPT. OF WATER & SANITATION,STATE - DWAF,DWAF,4/20/2001,Small,Low,1,12/19/1994,W,11/23/2005,1,
W440/06,,KOEDOESBERG BESPROEINGS,4,W44B,27,26,1,31,41,1,PONGOLA,10,KOEDOESBERG 747,,KWAZULU NATAL,KWAZULU NATAL,1990,,NGONGOMA RIVER,EARTHFILL,11,185,OPEN CHANNEL,123,4,,IRRIGATION,JACOBSZ  C.G.,VOSLOO W.,OWNER,3/20/1996,Small,Significant,2,3/1/1990,A,1/23/2001,2,4/30/2010
W440/07,,NJALO'S DAM,4,W44B,27,25,15,31,36,55,PONGOLA,5,MVUTSHINI 62 HU,,KWAZULU NATAL,KWAZULU NATAL,1996,,NJALO'S SPRUIT,EARTHFILL,12,326,SIDE CHANNEL SPILLWAY,228,8,,IRRIGATION,MVUTSHINI ESTATES (EDMS.) BPK.,CLANAHAN C.R.H.,OWNER,1/22/1996,Small,Significant,2,8/18/1987,A,7/19/1996,1,1/29/2010
W440/41,,KOEDOESBERG NO.2-DAM,4,W44B,27,29,1,31,40,1,PONGOLA,10,KOEDOESBERG 747,PIET RETIEF,KWAZULU NATAL,KWAZULU NATAL,1995,,NGONGOMA RIVER,EARTHFILL,11,310,OPEN CHANNEL,300,5,0.1,IRRIGATION,JACOBSZ C.G.,TECHNOLAND,OWNER,1/8/1996,Small,Significant,2,11/14/1995,A,8/18/2009,3,
W440/43,,SUNLAND DAM,4,W44D,27,23,10,31,49,30,PONGOLA,40,REMINDER OF SECTION 8 OF THE FARM SUNLAND 72,,KWAZULU NATAL,KWAZULU NATAL,1996,,,EARTHFILL,11.5,495,FREE FALL (STRAIGHT DROP),500,8,,IRRIGATION,DELASUN (PTY) LTD.,J. VAN DER MERWE,J. VAN DER MERWE,10/14/2003,Small,Low,1,7/2/1996,A,,0,
W440/46,,SPILPUNT DAM,4,W44B,27,24,0,31,43,0,PONGOLA,22,NOOITGEDACHT 614,,KWAZULU NATAL,KWAZULU NATAL,1998,,PONGOLA RIVER TR.,EARTHFILL,8,260,OPEN CHANNEL,102,5,,IRRIGATION,S.M. NAUDE BOERDERY (EDMS.) BEPERK,JM. VAN DER MERWE,MJ. MARAIS,9/16/1998,Small,Low,1,6/13/1997,A,,0,
W440/48,,MEYERSHOEK DAM,4,W44A,27,27,52,31,36,9,PONGOLA,14,MEIJERSHOEK 602,,KWAZULU NATAL,KWAZULU NATAL,1998,,MDLANANGA RIVER,EARTHFILL,11.5,160,SIDE CHANNEL SPILLWAY,500,0,,IRRIGATION,BRECHER F.W.,,J. GREYLING,3/26/1998,Small,Low,1,5/12/1998,O,,0,
W450/03,,SPES BONA DAM,4,W32C,27,57,10,32,12,20,HLUHLUWE,12,FARM H57 13791 (SPESBONA),,KWAZULU NATAL,KWAZULU NATAL,1978,,NGWENI RIVER TR.,EARTHFILL,6,200,CONDUIT / TUNNEL,100,3,,IRRIGATION,SMIT O.R.,VAN ZYL,UNKNOWN,8/7/1989,Small,Low,1,12/28/1989,A,,0,
W510/06,5674,HEYSHOPE DAM,3,W51B,26,59,51,30,31,29,PIET RETIEF,25,HEYSHOPE 501 IT,PIET RETIEF,MPUMALANGA,KWAZULU NATAL,1986,,ASSEGAAI RIVER,EARTHFILL,28.5,1030,CONTROLLED OGEE AND FUSE PLUG,453440,5023.8,1120,MUNICIPAL USE & INDUSTRIAL USE,DEPT. OF WATER & SANITATION,DWA,DWA,1/2/1987,Medium,High,3,1/6/1989,W,8/17/2010,3,1/31/2016
W510/09,,PIET RETIEF DAM,3,W51D,27,0,47,30,48,7,PIET RETIEF,1,PIET RETIEF DORPSGEBIED 149,HT,KWAZULU NATAL,KWAZULU NATAL,1986,,,EARTHFILL,10,210,FREE FALL (STRAIGHT DROP),112,5,,RECREATION,MKHONDO LOCAL MUNICIPALITY,AL LOMBAARD & JT WEIDEMAN,OWNER,6/16/1989,Small,Low,1,9/29/1989,M,,0,
W511/14,,MONDI BOARD MILLS EFFLUENT RUN-OFF DAM,3,W51F,26,55,1,30,47,1,PIET RETIEF,10,VROEGEVELD 509 IT,,KWAZULU NATAL,KWAZULU NATAL,1979,,BIESBOK SPRUIT,EARTHFILL,6,465,OGEE SPILLWAY,63,0.2,,POLLUTION CONTROL,MONDI BOARD MILLS (PTY) LTD,UNKNOWN,UNKNOWN,12/7/1987,Small,Low,1,3/11/1987,A,,0,
W511/15,,KLOPPERS RUST DAM 1,3,W51C,26,57,40,30,36,40,PIET RETIEF,25,KLOPPERS RUST 505,PIET RETIEF,KWAZULU NATAL,KWAZULU NATAL,1961,,ASSEGAAI RIVER,EARTHFILL,15,250,OPEN CHANNEL,180,6,,IRRIGATION,SAPPI FORESTS (PTY) LTD,UNKNOWN,UNKNOWN,10/2/1986,Medium,Low,2,7/1/1988,A,,0,2/29/2016
W511/16,,KLOPPERSRUST DAMNO.2,3,W51C,26,57,55,30,37,9,PIET RETIEF,25,KLOPPERSRUST 505,IT,KWAZULU NATAL,KWAZULU NATAL,1961,,ASSEGAAI RIVER TR.,EARTHFILL,6,200,OPEN CHANNEL,50,4,,IRRIGATION,SAPPI FORESTS (PTY) LTD,UNKNOWN,UNKNOWN,10/2/1986,Small,Low,1,8/25/1989,A,,0,
W511/19,,ALZU DAM,3,W51B,27,5,10,30,26,58,PIET RETIEF,45,AMSTERDAM 26,HT,KWAZULU NATAL,KWAZULU NATAL,1990,,NGULANE SPRUIT,EARTHFILL,10,535,SIDE CHANNEL SPILLWAY,1200,55,,IRRIGATION,ALZU ONDERNEMINGS (PTY) LTD.,UNKNOWN,UNKNOWN,7/3/1990,Small,Low,1,5/21/2002,A,1/22/1997,1,
W511/22,0,WILDRAND DAM 1,4,W51C,26,54,48,30,42,6,PIET RETIEF,15,WILDRAND 495 PTN 1,IT,MPUMALANGA,MPUMALANGA,1985,,ASSEGAI RIVER TR.,EARTHFILL,7,248,SIDE CHANNEL,57,3.4,0,IRRIGATION,EGGERS B.F,,,11/25/2015,Small,Low,1,11/19/2015,,,0,
W512/01,0,BLESBOKSPRUIT DAM,6,W51F,26,56,33,30,54,6,PIET RETIEF,12,BLESBOKSPRUIT 515 PTN 23,IT,MPUMALANGA,MPUMALANGA,1985,,BLESBOKSPRUIT,EARTHFILL,5.3,310,SIDE CHANNEL,338,13.5,0,IRRIGATION,KLEIN VRYSTAAT FARMING (PTY) LTD,,,6/19/2015,Small,Low,1,3/26/2015,A,,0,
W512/02,0,BURNTOP DAM 2,3,W51F,26,52,30,30,50,20,PIET RETIEF,12,BURNTOP 446 PTN 1,KHONDO,MPUMALANGA,MPUMALANGA,1963,,BLEBOKSPRUIT TR.,EARTHFILL,6.1,95,SIDE CHANNEL,57,3,0,RECREATIONAL,EGGERS B.H,,,7/17/2015,Small,Low,1,7/8/2015,A,,0,
W520/09,,N.T.E. ISWEPE,3,W52B,26,50,22,30,32,27,ISWEPE 432 IS,2,DRIEPAN 432,IT,KWAZULU NATAL,KWAZULU NATAL,1967,,TRIBUTARY OF HLELO RIVER,EARTHFILL,7,152,SIDE CHANNEL,145,2,,MUNICIPAL USE & INDUSTRIAL USE,NATAL TANNING EXTRACT CO. LTD,UNKNOWN,UNKNOWN,11/19/1986,Small,Low,1,11/12/2007,O,,0,
W520/10,5944,GEELHOUTBOOM PUMP DAM,3,W52A,26,55,20,30,19,59,PIET RETIEF,50,GEELHOUTBOOM 342 IT,,MPUMALANGA,KWAZULU NATAL,1986,,HLELO RIVER TR.,EARTHFILL,6,60,OPEN CHANNEL,480,0,,MUNICIPAL USE & INDUSTRIAL USE,DEPT. OF WATER & SANITATION,OWNER,OWNER,11/6/1986,Small,Low,1,8/25/1989,W,,0,
W520/14,,DRIE VROUW  DAM  NO.  1,3,W52A,26,54,16.6,30,20,52.6,ISWEPE,24,PTN  O  NO.  344  DRIEVROUW,PIET  RETIEF,MPUMALANGA,KWAZULU NATAL,,,TRIB.  OF  HLELO RIVER,EARTHFILL,5.1,300,SIDE  CHANNEL,131,8.5,,IRRIGATION & STOCK  WATERING,ADRIAN VAN WYK FAMILY TRUST,UNKNOWN,UNKNOWN,2/10/2006,Small,Low,1,8/30/2006,A,,0,
W530/02,5719,MORGENSTOND DAM,3,W53A,26,42,40,30,32,42,AMSTERDAM,15,MORGENSTOND 418 IT,ERMELO,MPUMALANGA,KWAZULU NATAL,1978,1991,NGWEMPISI,EARTHFILL,45.3,600,OGEE WITH RADIAL GATES AND UNCONTROLLED CRUMP WEIR AND FUSE,100773,977.2,548,MUNICIPAL USE & INDUSTRIAL USE,DEPT. OF WATER & SANITATION,IORCC,DWA,9/9/1993,Large,Significant,3,7/6/1988,W,2/1/2010,4,1/31/2016
W530/03,5749,JERICHO DAM,3,W53D,26,39,18.8,30,29,1.9,AMSTERDAM,18,JERICHO 304 IT,ERMELO,MPUMALANGA,GAUTENG,1966,1968,USUTU,EARTHFILL & GRAVITY,21.3,1167.8,CONTROLLED OGEE,59500,982.5,218,MUNICIPAL USE & INDUSTRIAL USE,DEPT. OF WATER & SANITATION,OWNER,OWNER,1/5/1987,Medium,High,3,12/7/1988,W,2/1/2010,3,1/31/2016
W531/11,,WATERSMEET ESTATE DAM,3,W53D,26,48,5,30,37,5,PIET RETIEF,37,SPRINGVALLEY 429 IT REM.,,KWAZULU NATAL,KWAZULU NATAL,1983,,SWARTWATER SPRUIT,EARTHFILL,7,160,SIDE CHANNEL SPILLWAY,74,5,,MUNICIPAL USE & INDUSTRIAL USE,NATAL TANNING EXTRACT CO. LTD,BOSCH M.,JOUBERT J.H.,12/31/1986,Small,Low,1,12/30/1991,O,,0,
W531/12,,THE OAKS DAM,3,W53A,26,45,1,30,32,1,PIET RETIEF,61,THE BENDS 417 IT,,KWAZULU NATAL,KWAZULU NATAL,1950,,NGWEMPISI RIVER TR.,EARTHFILL,8,106,SIDE CHANNEL SPILLWAY,92,2,,MUNICIPAL USE & INDUSTRIAL USE,NATAL TANNING EXTRACT CO. LTD,UNKNOWN,UNKNOWN,1/12/1987,Small,Low,1,6/25/1991,O,,0,
W531/13,,THE HINZE DAM,3,W53A,26,45,57,30,31,58,PIET RETIEF,65,THE BENDS 417,IT,KWAZULU NATAL,KWAZULU NATAL,1973,,-,EARTHFILL,17,225,SIDE CHANNEL SPILLWAY,398,8,,MUNICIPAL USE & INDUSTRIAL USE,NATAL TANNING EXTRACT CO. LTD,UNKNOWN,UNKNOWN,1/12/1987,Medium,Low,1,6/1/1988,O,,0,
W531/14,,CARL'B' DAM,3,W53B,26,39,5,30,19,10,SHEEPMOOR,8,WAAIHOEK 286 IT PTN. 9,,MPUMALANGA,KWAZULU NATAL,1985,,-,EARTHFILL,10,180,SIDE CHANNEL SPILLWAY,125,4,,IRRIGATION,VAN REEDE VAN OUDTSHOORN F.P.,"STATE (DWA), NELSPRUIT",OWNER,1/14/1987,Small,Low,1,10/16/1991,A,,0,
W531/15,,CARL'A' DAM,3,W53B,26,39,5,30,19,10,SHEEPMOOR,8,WAAIHOEK 286 IT PTN. 9,,MPUMALANGA,KWAZULU NATAL,1983,,-,EARTHFILL,13,160,SIDE CHANNEL SPILLWAY,98,3,,IRRIGATION,VAN REEDE VAN OUDTSHOORN F.P.,"STATE (DWA), NELSPRUIT",OWNER,1/14/1987,Medium,Low,2,10/15/1991,A,,0,1/29/2010
W531/16,,WESTOE DAM,3,W53C,26,32,1,30,38,1,AMSTERDAM,11,WESTOE 394 IT PTN. 4,,MPUMALANGA,KWAZULU NATAL,1985,,GOBOSHA RIVER TR.,EARTHFILL,8,155,SIDE CHANNEL SPILLWAY,175,4,,IRRIGATION,GROBBELAAR A.G.,OWNER,OWNER,11/14/1986,Small,Low,1,1/11/1991,A,,0,
W531/18,,FORBESATHOLE DAM,3,W53C,26,35,10,30,31,1,AMSTERDAM,18,FORBES ATHOLE 393 IT PORTION 15,,MPUMALANGA,KWAZULU NATAL,1972,,THOLE RIVER,EARTHFILL,8,290,OPEN CHANNEL,700,19,,IRRIGATION,FORBES D.,UNKNOWN,UNKNOWN,3/16/1987,Small,Low,1,7/4/1991,A,,0,
W531/19,,FORBESATHOLE DAM NO.5,3,W53C,26,36,35,30,32,20,AMSTERDAM,15,FORBES ATHOLE 393 IT PORTION 8,,MPUMALANGA,KWAZULU NATAL,1973,,KRISTAL SPRUIT TR.,EARTHFILL,5,300,OPEN CHANNEL,120,2,,IRRIGATION,FORBES D.,UNKNOWN,UNKNOWN,3/16/1987,Small,Low,1,1/11/1991,A,,0,
W531/20,,FORBESATHOLE DAM NO1,3,W53C,26,37,1,30,34,6,AMSTERDAM,12,FORBES ATHOLE 393 IT PORTION 7,,MPUMALANGA,KWAZULU NATAL,1982,,KRISTAL SPRUIT,EARTHFILL,5,160,OGEE SPILLWAY,80,5,,IRRIGATION,FORBES D.,UNKNOWN,UNKNOWN,3/16/1987,Small,Low,1,2/8/1989,A,,0,
W531/24,,TWYFELAAR DAM,3,W53A,26,42,50,30,12,40,ERMELO,33,TWYFELAAR 298 IT,IT,MPUMALANGA,KWAZULU NATAL,0,,SAND SPRUIT R.,EARTHFILL,17,277,OPEN CHANNEL,55,2,,IRRIGATION,PIETERSE M.J,DEP. LANDBOU - GERBER P.J.,UNKNOWN,9/22/1989,Medium,Low,2,2/11/1992,A,,0,11/30/2015
W531/25,,HANS FILTER DAM,3,W53A,26,45,53,30,21,56,PIET RETIEF,50,VARKENSDRIFT 314 IT,,KWAZULU NATAL,KWAZULU NATAL,1992,,NGWEMPISI RIVER TR.,EARTHFILL,6,160,EARTHFILL DAM,79,8,,IRRIGATION,FILTER H.H.,OWNER,OWNER + HELPER,4/24/1993,Small,Low,1,7/22/1992,A,,0,
W531/41,,DE HOOP NO.1-DAM,3,W53E,26,34,30,30,44,16,AMSTERDAM,14,DE HOOP 402 IT PTN. 6,,MPUMALANGA,KWAZULU NATAL,1986,,MLAMBO RIVER TR.,ARCH & GRAVITY,9,140,INFORMATION NOT AVAILABLE,95,2,,IRRIGATION,NAUDE J.S.J.,"VENTER P.J., SILVERTON",OWNER,4/21/1987,Small,Low,1,10/29/1991,A,,0,
W531/42,,DE HOOP NO.2-DAM,3,W53E,26,34,20,30,44,9,AMSTERDAM,11,DE HOOP 402 IT PTN. 6,,MPUMALANGA,KWAZULU NATAL,1985,,MLAMBO RIVER TR.,ARCH & GRAVITY,9,130,INFORMATION NOT AVAILABLE,112,2,,IRRIGATION,NAUDE J.S.J.,"VENTER P.J., SILVERTON",OWNER,4/21/1987,Small,Low,1,10/29/1991,A,,0,
W531/43,,GLEN AGGY DAM,3,W53C,26,32,47.7,30,38,24.5,AMSTERDAM,9,GLEN AGGY 406 IT,ERMELO,MPUMALANGA,KWAZULU NATAL,1988,,GOBOSHA RIVER,EARTHFILL,8,160,SIDE CHANNEL SPILLWAY,190,7,,IRRIGATION,GROBBELAAR A.G.,OWNER,OWNER,10/10/1988,Small,Low,1,2/11/1992,A,,0,
W531/44,,RIETVALLEI DAM,3,W53A,26,43,43,30,16,2,ERMELO,38,RIETVALLEI 299 IT PTN. 14,,MPUMALANGA,KWAZULU NATAL,1988,,SAND SPRUIT TR.,EARTHFILL,7,310,OPEN CHANNEL,150,8,,IRRIGATION,BUHRMAN & BUHRMAN,J.R. BUHRMAN,M.M. STRUTHERS,4/14/1989,Small,Significant,2,5/25/1989,A,6/30/1999,1,6/30/1999
W540/01,5704,WESTOE DAM,3,W54B,26,30,15,30,37,32,AMSTERDAM,13.5,WESTOE 394 IT,ERMELO,MPUMALANGA,GAUTENG,1968,1973,USUTU,EARTHFILL & GRAVITY,26,1056,CONTROLLED OGEE WITH FISH BELLY FLAP GATES,61439,726,533,MUNICIPAL USE & INDUSTRIAL USE,DEPT. OF WATER & SANITATION,OWNER,OWNER,12/31/1986,Medium,High,3,12/7/1988,W,11/1/2015,4,11/30/2020
W540/03,,BONNIEBROOK DAM (previously CHURCHILL WEIR),3,W54C,26,26,28.25,30,35,53.09,AMSTERDAM,20,CHURCHILL 249 IT,,MPUMALANGA,KWAZULU NATAL,1985,,BONNIE BROOK RIVER,EARTHFILL & GRAVITY,14.7,264,OGEE SPILLWAY,500,0,83,MUNICIPAL USE & INDUSTRIAL USE,DEPT. OF WATER & SANITATION,DEPT. WATERWESE EN BOSBOU,DEPT. WATERWESE EN BOSBOU,11/6/1986,Medium,Significant,2,8/25/1989,W,3/18/2015,3,
W541/06,,PIET MEYER DAM,3,W54A,26,28,50,30,19,15,ERMELO,45,FOXHILL 140 IT,,MPUMALANGA,KWAZULU NATAL,1981,,-,EARTHFILL,10,0,OPEN CHANNEL,1830,6,,IRRIGATION,MEYER A.A.,UNKNOWN,UNKNOWN,11/20/1986,Small,Low,1,3/11/1987,A,,0,
W541/07,,DAWID DALE DAM,3,W54C,26,27,41.8,30,38,31.7,AMSTERDAM,25,DAWID DALE 255 IT PTN. 2/A,ERMELO,MPUMALANGA,KWAZULU NATAL,1978,,BONNIE BROOK RIVER TR.,ARCH & GRAVITY,6,140,INFORMATION NOT AVAILABLE,82,3,,IRRIGATION,NAUDE J.S.J.,A. HATTING,A. HATTING,4/21/1987,Small,Low,1,1/8/1991,A,,0,
W541/08,,BROADHOLMS DAM,3,W54C,26,28,21.9,30,38,9.2,AMSTERDAM,24,BROADHOLMS 254 IT PTN. 2,ERMELO,MPUMALANGA,KWAZULU NATAL,1983,,BONNIE BROOK RIVER TR.,ARCH & GRAVITY,7,120,INFORMATION NOT AVAILABLE,112,2,,IRRIGATION,NAUDE J.S.J.,A.S. LOUW,A. HATTING,4/21/1987,Small,Low,1,1/8/1991,A,,0,
W541/09,,C.J.VAN ROOYEN DAM,3,W54A,26,26,38,30,21,55,LOTHAIR,12,TOLDERIA 128 IT,MPUMALANGA,KWAZULU NATAL,KWAZULU NATAL,1982,,USUTU,EARTHFILL,13,300,OPEN CHANNEL,2400,48,32.2,RECREATION,VAN ROOYEN A.,OWNER,OWNER,5/11/1989,Medium,Low,2,1/28/1992,A,8/1/2014,1,6/19/2021
W541/10,62350,COALBANK 129,3,W54A,26,26,48.6,30,19,21.8,LOTHAIR,16,COALBANK 129 IT,,MPUMALANGA,KWAZULU NATAL,1982,,,EARTHFILL,8.9,226,OPEN CHANNEL,655,0,0,,,,,2/7/2014,Not Classified,Not Classified,,,A,,0,
W550/06,,BURGER'S DAM,3,W55C,26,20,0.8,30,39,43.9,AMSTERDAM,37,ROTHESAY 234 IT & THE GEM 231,ERMELO,MPUMALANGA,KWAZULU NATAL,1968,,SWARTWATER RIVER,EARTHFILL,6,200,OPEN CHANNEL,1350,54,,MUNICIPAL USE & INDUSTRIAL USE,MONDE PAPER COMPANY,CLAUDIUS BURGER,UNKNOWN,12/8/1986,Small,Low,1,7/19/1991,A,,0,
W550/07,,KELVINSIDE DAM,3,W55A,26,15,42.8,30,25,35.5,CHRISSIESMEER,20,KELVINSIDE 95 IT,ERMELO,MPUMALANGA,KWAZULU NATAL,1987,,MPHULUZI RIVER,EARTHFILL,8,350,OPEN CHANNEL,710,30,,IRRIGATION,ROUX J.G.H.,OWNER,OWNER,11/15/1986,Small,Low,1,6/17/1994,A,,0,
W570/02,,MAHLANGASI DAM 2,3,W31G,27,37,16,31,41,47,PONGOLA,28,MAGUT 818 PORTION 21,ZULULAND,KWAZULU NATAL,KWAZULU NATAL,1992,,MTIKI,EARTHFILL,8.4,130,SIDE CHANNEL,62,,,STOCK WATERING,KWAZULU PRIVATE ESTATES (PTY) LTD,UNKNOWN,UNKNOWN,9/4/2007,Small,Low,1,9/4/2007,A,,0,
W600/02,,THAMBOKHULU,3,W60K,25,58,9,31,53,33.5,KOMATIPOORT,60,STATE LAND,EHLANZENI,MPUMALANGA,KWAZULU NATAL,1965,,TSAMBOKHULU,EARTHFILL,8,350,SIDE CHANNEL,104,6.65,0,IRRIGATION & STOCK WATERING,MPUMALANGA PROV. GOVT.,,,3/18/2009,Small,Low,1,5/11/2009,S,,0,
W600/03,,MBUZINI,3,X13J,25,54,56,31,56,32,KOMATIPOORT,52,STATE LAND,EHLAZENI,MPUMALANGA,KWAZULU NATAL,1994,,MBUZINI,EARTHFILL,14,203,SIDE CHANNEL (4 CONCRETE SILLS),436,11.2,,DOMESTIC SUPPLY & STOCK WATERING,MP PROVINCIAL GOVERNMENT,,,4/13/2010,Medium,Low,2,8/17/2010,S,,0,8/31/2011
X100/02,5689,VYGEBOOM DAM,3,X11K,25,53,1,30,37,1,BADPLAAS,7.6,VYGEBOOM 619 JJ,CAROLINA,MPUMALANGA,MPUMALANGA,1971,,KOMATI,EARTHFILL,45,1000,SIDE CHANNEL,83000,669.7,3132,POWER GENERATION AND IRRIGATION,DEPT. OF WATER & SANITATION,OWNER,OWNER,1/6/1987,Large,High,3,1/3/1989,W,3/26/2014,4,1/29/2023
X100/04,,GEMSBOKHOEK,3,X11G,25,50,17,30,24,46,BADPLAAS,20,GEMSBOKHOEK 397,JT,MPUMALANGA,MPUMALANGA,1973,,KOMATI,EARTHFILL,15,345,OGEE,133,0,2611,DOMESTIC SUPPLY & INDUSTRIAL USE,DEPT. OF WATER & SANITATION,OWNER,OWNER,11/6/1986,Medium,Low,2,1/2/1991,W,11/25/2014,4,11/25/2019
X100/05,,LOMATI DAM,3,X14A,25,48,8,31,6,5,BARBERTON,15,DE BILT 372 JU,BARBERTON,MPUMALANGA,MPUMALANGA,1987,,LOMATI RIVER,ROCKFILL,38,160,SIDE CHANNEL,5100,57,,MUNICIPAL USE & INDUSTRIAL USE,UMJINDI LOCAL MUNUCIPALITY (BARBERTON),"BURGER, PRETORUIS + VENNOTE",MAFRED-GTA GESAMENTLIKE OND,7/3/1987,Large,Significant,3,8/25/1989,M,2/17/2005,1,8/30/2011
X100/06,,SHIYALONGUBO DAM,3,X14B,25,45,37,31,16,5,BARBERTON,28,DUURSTEDE 361 JU,BARBERTON,MPUMALANGA,MPUMALANGA,1939,,SHIYALONGUBO,ARCH,25,61,OGEE,2360,35.6,36,IRRIGATION,LOUWS CREEK IRRIGATION BOARD,MR. WAL LINGNAU,STATE (DWA),11/12/1986,Medium,Significant,2,4/22/1988,A,10/16/2009,2,
X100/09,5734,NOOITGEDACHT DAM,3,X11D,25,57,1,30,5,1,CAROLINA,13,NOOITGEDACHT 411 J,CAROLINA,MPUMALANGA,MPUMALANGA,1962,,KOMATI,EARTHFILL,41.8,1053,TROUGH,78477,763,1588,"IRRIGATION,MUNICIPAL & INDUSTRIAL USE",DEPT. OF WATER & SANITATION,STATE (DWAE),STATE (DWAE),1/2/1987,Large,High,3,1/3/1989,W,3/27/2009,3,1/31/2016
